County,Month,Calendar Year,CalFresh Persons,CalFresh Households,Child Only Persons,Total Issuances,Caseload Total Student Count,All Federal Persons,All CFAP Persons,Total SSI Persons in SNB Households,Total SSI  Persons in TNB Households,State Issuances,EBT_SNB_dollars,EBT_TNB_dollars,Unemployment Monthly,Active Error Rate,Negative Error Rate,Negative Error Rate on Completed Cases,Applications Approved Containing at Least One Student,Applications Denied Containing at Least One Student,Applications Pended Containing at Least One Student,New Apps with at Least Some SSI - Approved,New Apps with at Least Some SSI - Denied,Ineligible Denials - SSI,Procedural Denials - SSI,SSI Only - Ineligible Denials,SSI Only Procedural Denials,Online Apps - SSI,Non-Online Apps - SSI,Applications Received,Online Applications Received,All_GCF_apps_submit,CfA_GCF_apps_submit,CBO_GCF_apps_submit,SSA_GCF_apps_submit,Average Age of SSI Persons Newly Applying,Average Days to Dispose - SSI,Average Approved Benefit - SSI,Denial reason - CF Missed Interview,Denial Reason - FTP Income,Denial Reason - Failed to Complete Determination,Denial Reason - Ineligible,Denial Reason - Ineligible CF Student,Denial Reason - Unavailable,Denial Reason - Out of the Home,Denial Reason - Over Income,Denial Reason - Procedural,Applications Submitted via BenefitsCal,Applications Submitted via Code for America,Applications Submitted via Other Online Source,Applications Submitted via Other Source,New Applications Age  17 and Under,New Applications Age 8 to 49,New Applications Age 50 and Over,New Applications Age Total,New Applications Avg Age,New Applications - ICT Transfers,New Applications Language Armenian,New Applications Language Cambodian,New Applications Language Cantonese,New Applications Language English,New Applications Langugage Farsi,New Applications Language Korean,New Applications Language Mandarin,New Applications Language  Other,New Applications Language Russian,New Applications Language Spanish,New Applications Language Vietnamese,New Applications Language Missing,New Applications Language Total,New Applications Hispanic,New Applications White,New Application Asian,New Applications Black or African_American,New Applications More Than One Race/Ethnicity,New Applications American Indian Alaskan Native,"New Applications Native Hawaiian Pacific Islander ",New Applications Other Race/Ethnicity,New Applications Unknown Race/Ethnicity,New Applications Race/Ethnicity Total,New Applications Gender Female,New Applications Gender Male,New Applications Gender Other,New Applications Gender Declined_to_State,New Applications Gender Total,New Applications Exemptions- Employment and Training Program,New Applications Exemptions-Other Employment and Training Program,New Applications Exemptions-LPIE,New Applications Exemptions- Employed 20 Hours Week,New Applications Exemptions-Care of a Child,New Applications Exemptions- Work Study,SSI Disposed HH Language - Armenian,SSI Disposed HH Language - Cambodian,SSI Disposed HH Language - Cantonese,SSI Disposed HH Language - English,SSI Disposed HH Language - Farsi,SSI Disposed HH Language - Korean,SSI Disposed HH Language - Mandarin,SSI Disposed HH Language - Other,SSI Disposed HH Language - Russian,SSI Disposed HH Language - Spanish,SSI Disposed HH Language - Vietnamese," SSI Person Race/Ethnicity - Hispanic"," SSI Person Race/Ethnicity - White"," SSI Person Race/Ethnicity - Asian"," SSI Person Race/Ethnicity - Black or African American"," SSI Person Race/Ethnicity - More Than One Race/Ethnicity"," SSI Person Race/Ethnicity - American Indian or Alaska Native"," SSI Person Race/Ethnicity - Native Hawaiian or Other Pacific Islander"," SSI Person Race/Ethnicity - Other"," SSI Person Race/Ethnicity - Unknown",SSI Persons in New Apps Disposed,SSI-only HHs of 1 added in the month,SSI-only HHs of 2 added in the month,SSI only-HHs of 3+ added in the month,Total SSI-only HHs added in the month,Claim Shelter Deduction - SSI,Claim Standard Medical Deduction - SSI,"Claim Homeless Deduction - SSI "
San Joaquin,January,2015,"120,014","51,784","15,572",,,,,,,,,,10.50%,1.35%,0.00%,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Luis Obispo,January,2015,"18,402","9,834","2,400",,,,,,,,,,5.40%,4.22%,17.60%,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Mateo,January,2015,"31,880","15,994","7,854",,,,,,,,,,3.90%,4.22%,17.60%,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Barbara,January,2015,"37,090","16,991","11,082",,,,,,,,,,6.60%,4.22%,17.60%,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Clara,January,2015,"112,449","55,320","22,249",,,,,,,,,,4.80%,1.35%,40.00%,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Cruz,January,2015,"25,385","13,271","5,448",,,,,,,,,,10.20%,4.22%,17.60%,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shasta,January,2015,"24,775","12,834","1,138",,,,,,,,,,9.40%,4.22%,17.60%,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra,January,2015,320,178,*,,,,,,,,,,11.90%,4.22%,17.60%,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Siskiyou,January,2015,"6,993","3,223",245,,,,,,,,,,12.70%,4.22%,17.60%,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solano,January,2015,"43,385","22,313","4,832",,,,,,,,,,7.10%,3.70%,100.00%,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sonoma,January,2015,"35,677","19,814","6,945",,,,,,,,,,5.30%,4.22%,17.60%,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stanislaus,January,2015,"91,585","42,583","11,671",,,,,,,,,,11.00%,1.55%,33.30%,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sutter,January,2015,"13,047","5,642","1,513",,,,,,,,,,13.30%,4.22%,17.60%,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tehama,January,2015,"10,255","4,714",926,,,,,,,,,,9.60%,4.22%,17.60%,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinity,January,2015,"1,829",996,59,,,,,,,,,,10.40%,4.22%,17.60%,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tulare,January,2015,"123,898","52,436","19,233",,,,,,,,,,13.60%,6.36%,100.00%,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuolumne,January,2015,"5,414","3,000",190,,,,,,,,,,8.50%,4.22%,17.60%,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ventura,January,2015,"74,220","36,486","15,739",,,,,,,,,,6.40%,3.85%,66.70%,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yolo,January,2015,"20,044","9,810","1,977",,,,,,,,,,7.90%,4.22%,17.60%,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuba,January,2015,"13,204","6,023","1,115",,,,,,,,,,11.30%,4.22%,17.60%,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Statewide,February,2015,"4,443,927","2,101,382","702,314","$639,572,599",,"4,397,992","45,935",,,"$6,061,134",,,6.90%,7.43%,32.20%,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alameda,February,2015,"120,003","60,825","17,679",,,,,,,,,,5.10%,6.90%,100.00%,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alpine,February,2015,165,102,*,,,,,,,,,,6.80%,4.80%,26.10%,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amador,February,2015,"3,343","1,746",109,,,,,,,,,,7.50%,4.80%,26.10%,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Butte,February,2015,"31,351","16,101","1,690",,,,,,,,,,8.00%,4.80%,26.10%,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calaveras,February,2015,"5,457","2,917",189,,,,,,,,,,7.10%,4.80%,26.10%,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colusa,February,2015,"1,658",695,352,,,,,,,,,,22.90%,4.80%,26.10%,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,February,2015,"71,330","35,046","10,930",,,,,,,,,,5.50%,3.77%,50.00%,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Del Norte,February,2015,"5,126","2,479",250,,,,,,,,,,9.90%,4.80%,26.10%,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Dorado,February,2015,"13,186","7,277",878,,,,,,,,,,6.30%,4.80%,26.10%,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fresno,February,2015,"228,307","97,110","31,687",,,,,,,,,,11.80%,1.41%,16.70%,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glenn,February,2015,"3,663","1,515",507,,,,,,,,,,10.20%,4.80%,26.10%,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Humboldt,February,2015,"20,402","11,589","1,254",,,,,,,,,,6.30%,4.80%,26.10%,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Imperial,February,2015,"41,913","16,711","2,165",,,,,,,,,,22.40%,4.80%,26.10%,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inyo,February,2015,"2,091","1,055",217,,,,,,,,,,6.80%,4.80%,26.10%,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kern,February,2015,"152,850","64,392","23,547",,,,,,,,,,11.30%,0.81%,16.70%,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kings,February,2015,"24,156","10,304","3,083",,,,,,,,,,12.40%,4.80%,26.10%,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake,February,2015,"11,651","5,960",768,,,,,,,,,,8.70%,4.80%,26.10%,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lassen,February,2015,"3,136","1,520",181,,,,,,,,,,9.00%,4.80%,26.10%,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Angeles,February,2015,"1,181,395","583,724","228,954",,,,,,,,,,7.40%,7.26%,50.00%,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madera,February,2015,"29,368","11,919","6,910",,,,,,,,,,11.80%,4.80%,26.10%,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marin,February,2015,"10,466","6,333","2,315",,,,,,,,,,3.80%,4.80%,26.10%,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mariposa,February,2015,"2,054","1,085",50,,,,,,,,,,10.50%,4.80%,26.10%,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mendocino,February,2015,"13,148","7,088","1,314",,,,,,,,,,6.90%,4.80%,26.10%,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merced,February,2015,"58,213","24,832","9,139",,,,,,,,,,13.90%,2.11%,50.00%,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Modoc,February,2015,"1,032",473,65,,,,,,,,,,11.30%,4.80%,26.10%,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mono,February,2015,869,526,138,,,,,,,,,,5.60%,4.80%,26.10%,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monterey,February,2015,"53,769","23,815","17,814",,,,,,,,,,12.00%,4.85%,25.00%,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Napa,February,2015,"7,489","3,587","1,797",,,,,,,,,,5.20%,4.80%,26.10%,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nevada,February,2015,"7,669","4,248",319,,,,,,,,,,6.00%,4.80%,26.10%,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orange,February,2015,"254,060","120,341","63,408",,,,,,,,,,4.70%,3.85%,33.30%,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Placer,February,2015,"18,186","9,240","1,423",,,,,,,,,,5.50%,4.80%,26.10%,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plumas,February,2015,"2,006","1,065",95,,,,,,,,,,14.10%,4.80%,26.10%,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverside,February,2015,"290,289","126,156","36,907",,,,,,,,,,7.10%,7.17%,17.40%,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sacramento,February,2015,"219,247","103,320","19,540",,,,,,,,,,6.50%,0.00%,50.00%,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Benito,February,2015,"6,200","2,727","1,030",,,,,,,,,,9.20%,4.80%,26.10%,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Bernardino,February,2015,"397,572","177,081","45,294",,,,,,,,,,6.90%,6.53%,10.30%,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Diego,February,2015,"287,735","139,429","34,185",,,,,,,,,,5.50%,0.80%,46.70%,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Francisco,February,2015,"50,964","33,070","6,536",,,,,,,,,,3.90%,8.48%,75.00%,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Joaquin,February,2015,"120,134","51,927","15,621",,,,,,,,,,10.20%,1.71%,0.00%,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Luis Obispo,February,2015,"18,430","9,880","2,387",,,,,,,,,,5.10%,4.80%,26.10%,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Mateo,February,2015,"31,797","16,016","7,777",,,,,,,,,,3.60%,4.80%,26.10%,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Barbara,February,2015,"37,757","17,259","11,124",,,,,,,,,,6.20%,4.80%,26.10%,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Clara,February,2015,"112,016","55,232","21,890",,,,,,,,,,4.50%,2.25%,40.00%,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Cruz,February,2015,"25,684","13,389","5,483",,,,,,,,,,9.90%,4.80%,26.10%,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shasta,February,2015,"24,745","12,826","1,152",,,,,,,,,,9.20%,4.80%,26.10%,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra,February,2015,336,184,*,,,,,,,,,,12.10%,4.80%,26.10%,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Siskiyou,February,2015,"7,057","3,246",247,,,,,,,,,,12.50%,4.80%,26.10%,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solano,February,2015,"43,195","22,211","4,819",,,,,,,,,,6.80%,3.01%,100.00%,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sonoma,February,2015,"35,932","19,859","6,918",,,,,,,,,,5.00%,4.80%,26.10%,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stanislaus,February,2015,"91,476","42,546","11,619",,,,,,,,,,10.90%,1.42%,28.60%,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sutter,February,2015,"13,130","5,657","1,505",,,,,,,,,,13.50%,4.80%,26.10%,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tehama,February,2015,"10,240","4,720",915,,,,,,,,,,9.20%,4.80%,26.10%,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinity,February,2015,"1,764",978,58,,,,,,,,,,9.90%,4.80%,26.10%,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tulare,February,2015,"124,728","52,486","19,121",,,,,,,,,,13.30%,5.78%,66.70%,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuolumne,February,2015,"5,397","3,015",200,,,,,,,,,,8.20%,4.80%,26.10%,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ventura,February,2015,"75,036","36,643","15,698",,,,,,,,,,5.90%,3.61%,50.00%,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yolo,February,2015,"20,249","9,846","1,961",,,,,,,,,,7.60%,4.80%,26.10%,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuba,February,2015,"13,305","6,059","1,094",,,,,,,,,,10.90%,4.80%,26.10%,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Statewide,March,2015,"4,457,512","2,116,050","699,122","$642,432,080",,"4,410,913","46,599",,,"$6,292,964",,,6.70%,6.50%,31.90%,298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alameda,March,2015,"119,509","61,063","17,372",,,,,,,,,,5.00%,6.75%,100.00%,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alpine,March,2015,165,99,*,,,,,,,,,,7.50%,4.57%,27.50%,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
